0,0,49,25.33132668571472,2128,472
0,1,49,24.364690504837036,1494,499
0,2,49,24.528009615707397,3005,499
0,3,49,24.489411793518066,2952,500
0,4,49,24.447205744552612,2110,499
0,5,49,24.412549458312988,2099,523
0,6,49,24.343672714996337,801,472
0,7,49,24.388963423538208,1300,499
0,8,49,24.38938494758606,1212,480
0,9,49,24.370996199417114,1425,502
0,10,49,24.354388438034057,691,470
0,11,49,24.436715327072143,1668,499
0,12,49,24.34124895172119,719,472
0,13,49,24.449821911621093,2091,548
0,14,49,24.357615671920776,942,470
0,15,49,24.438335619735717,1665,499
0,16,49,24.341793976593017,738,499
0,17,49,24.450776301193237,2317,469
0,18,49,24.412518463897705,1995,499
0,19,49,24.34379383163452,778,501
0,20,49,24.39108606414795,1237,499
0,21,49,24.341715060043335,746,499
0,22,49,24.451703034210205,2342,499
0,23,49,24.34445496635437,839,470
0,24,49,24.374097786712646,1717,499
0,25,49,24.34513398246765,300,98
0,26,49,24.409620724487304,1692,499
0,27,49,24.34515520172119,855,470
0,28,49,24.389962635803222,1302,505
0,29,49,24.344087324905395,297,98
0,30,49,24.363291464614868,1368,509
0,31,49,24.344288311767578,881,499
0,32,49,24.37356349067688,1354,501
0,33,49,24.44428464012146,2001,499
0,34,49,24.343323908615112,831,499
0,35,49,24.390389405059814,1329,499
0,36,49,24.393058262634277,1225,499
0,37,49,24.342800341415405,809,507
0,38,49,24.379752598571777,1470,508
0,39,49,24.444851599502563,2253,499
0,40,49,24.453950367736816,2325,499
0,41,49,24.345138750839233,855,521
0,42,49,24.34265585975647,392,240
0,43,49,24.347667895126342,1002,499
0,44,49,24.3980731590271,1430,595
0,45,49,24.35116311149597,1206,499
0,46,49,24.389515362548828,1086,470
0,47,49,24.389524660873413,888,431
0,48,49,24.438408098983764,1231,565
1,0,41,1.8491168022155762,2982,499
1,1,41,24.585271082687377,1792,499
1,2,41,24.487859211730957,338,189
1,3,41,24.474177323150634,714,472
1,4,41,24.48665329055786,712,470
1,5,41,24.55162449913025,2028,503
1,6,41,24.5161094291687,1693,503
1,7,41,24.592397175598144,2162,473
1,8,41,24.495103798675537,1028,470
1,9,41,24.507523260879516,1298,503
1,10,41,24.49638172225952,646,264
1,11,41,24.516949139404296,1516,478
1,12,41,24.635460577774047,2770,657
1,13,41,24.48584958152771,304,123
1,14,41,24.58172532157898,1849,549
1,15,41,24.591634474563598,2149,554
1,16,41,24.496274433898925,1168,512
1,17,41,24.632430277633667,2767,567
1,18,41,24.48910518722534,879,533
1,19,41,24.517689429092407,1517,482
1,20,41,24.496221504974365,1160,479
1,21,41,24.515967093276977,1434,495
1,22,41,24.53642150001526,1229,468
1,23,41,0.29761266708374023,1396,499
