,type,c_Q,c_V,c_density,c_viscosity,c_interface tension,c_channel’s width,c_channel’s depth,c_weber number,c_capillary number,d_Q,d_V,d_density,d_viscosity,d_interface tension,d_channel’s width,d_channel’s depth,d_weber number,d_capillary number
175,jetting,3.90579E-07,0.15257,1015.5,0.001,0.0282,1.6,1.6,1.341186257,0.005410284,1.31635E-08,0.5142,1350.5,0.00043,0.0282,0.16,0.16,2.025954127,0.007840638
176,jetting,7.81158E-07,0.30514,1015.5,0.001,0.0282,1.6,1.6,5.364745027,0.010820567,1.27388E-08,0.49761,1350.5,0.00043,0.0282,0.16,0.16,1.897333442,0.00758767
177,jetting,7.81158E-07,0.30514,1015.5,0.001,0.0282,1.6,1.6,5.364745027,0.010820567,1.31635E-08,0.5142,1350.5,0.00043,0.0282,0.16,0.16,2.025954127,0.007840638
178,jetting,1.17174E-06,0.45771,1015.5,0.001,0.0282,1.6,1.6,12.07067631,0.016230851,1.27388E-08,0.49761,1350.5,0.00043,0.0282,0.16,0.16,1.897333442,0.00758767
179,jetting,1.17174E-06,0.45771,1015.5,0.001,0.0282,1.6,1.6,12.07067631,0.016230851,1.31635E-08,0.5142,1350.5,0.00043,0.0282,0.16,0.16,2.025954127,0.007840638
180,jetting,1.56229E-06,0.61027,1015.5,0.001,0.0282,1.6,1.6,21.45827686,0.02164078,1.27388E-08,0.49761,1350.5,0.00043,0.0282,0.16,0.16,1.897333442,0.00758767
181,jetting,1.56229E-06,0.61027,1015.5,0.001,0.0282,1.6,1.6,21.45827686,0.02164078,1.31635E-08,0.5142,1350.5,0.00043,0.0282,0.16,0.16,2.025954127,0.007840638
182,jetting,1.95287E-06,0.76284,1015.5,0.001,0.0282,1.6,1.6,33.52877736,0.027051064,1.21019E-08,0.47273,1350.5,0.00043,0.0282,0.16,0.16,1.712347054,0.007208294
183,jetting,1.95287E-06,0.76284,1015.5,0.001,0.0282,1.6,1.6,33.52877736,0.027051064,1.16772E-08,0.45614,1350.5,0.00043,0.0282,0.16,0.16,1.594269653,0.006955326
184,jetting,2.34345E-06,0.91541,1015.5,0.001,0.0282,1.6,1.6,48.28165037,0.032461348,1.12527E-08,0.43956,1350.5,0.00043,0.0282,0.16,0.16,1.480477435,0.006702511
185,jetting,2.34345E-06,0.91541,1015.5,0.001,0.0282,1.6,1.6,48.28165037,0.032461348,1.0828E-08,0.42297,1350.5,0.00043,0.0282,0.16,0.16,1.370833135,0.006449543
186,jetting,2.73403E-06,1.06798,1015.5,0.001,0.0282,1.6,1.6,65.7168959,0.037871631,1.01911E-08,0.39809,1350.5,0.00043,0.0282,0.16,0.16,1.214305604,0.006070167
187,jetting,2.73403E-06,1.06798,1015.5,0.001,0.0282,1.6,1.6,65.7168959,0.037871631,1.06158E-08,0.41468,1350.5,0.00043,0.0282,0.16,0.16,1.317624443,0.006323135
188,jetting,3.12461E-06,1.22055,1015.5,0.001,0.0282,1.6,1.6,85.83451394,0.043281915,9.97888E-09,0.3898,1350.5,0.00043,0.0282,0.16,0.16,1.164257736,0.005943759
189,jetting,3.12461E-06,1.22055,1015.5,0.001,0.0282,1.6,1.6,85.83451394,0.043281915,1.04033E-08,0.40638,1350.5,0.00043,0.0282,0.16,0.16,1.265406657,0.006196574
