,type,c_Q,c_V,c_density,c_viscosity,c_interface tension,c_channel’s width,c_channel’s depth,c_weber number,c_capillary number,d_Q,d_V,d_density,d_viscosity,d_interface tension,d_channel’s width,d_channel’s depth,d_weber number,d_capillary number
106,squeezing,1.6666666666666667e-09,0.07407407407407408,982.5341641066183,0.0108,135500.0,0.15,0.2,5.968044973541789e-09,0.0575,1.6666666666666667e-09,0.07407407407407408,800.0,0.026675,135500.0,0.15,0.2,4.859307852337783e-09,1.4582479158124916e-08
107,squeezing,2.826409716450065e-09,0.07066024291125163,1000.0,0.005,821.6307315261818,0.2,0.1,1.2153561780735279e-06,4.3e-07,2.826409716450065e-09,0.07066024291125163,1000.0,0.001,0.28759358118279577,0.15,0.1,0.0026041279717071964,0.00024569478435730336
109,dripping,8.333472222222222e-07,83.33472222222221,1000.0,0.001,0.033,0.1,0.1,0.5,0.05,9.166666666666667e-10,0.09166666666666667,975.0,0.0055,0.033,0.1,0.05,1.0,0.03
110,dripping,7.5e-07,18.75,1000.0,35.035,0.0212,0.2,821.6307315261818,3316.627358490566,0.04,1.25e-06,31.250000000000004,1000.0,0.0027,0.0521,0.2,0.28759358118279577,3748.80038387716,0.002
111,squeezing,3.3333333333333334e-08,0.03333333333333333,800.0,0.001,821.6307315261818,1.0,1.0,1.0818593496834944e-06,4.0569725613131046e-08,3.333333333333333e-05,0.03333333333333333,517.0,4.7e-05,0.28759358118279577,1.0,1.0,0.0019974174739293814,5.447502201625586e-06
112,jetting,0.08222438578476868,0.1218,980.0,0.0138,0.029,821.6307315261818,821.6307315261818,411.90714867914295,0.08,2.0677516984386337e-08,0.25,980.0,0.1,0.029,0.28759358118279577,0.28759358118279577,0.6074174774981462,0.0485
113,dripping,1.6666666666666669e-06,10.416666666666668,985.5349902188091,0.00037,821.6307315261818,0.4,0.05,0.05206104705119386,0.005475,3.33e-11,10.416666666666668,1000.0,4.6e-05,0.28759358118279577,0.4,0.05,150.91706010709183,0.0016661243435822936
114,squeezing,1.6666666666666669e-06,90.10957324106114,1000.0,0.0012,0.04,0.136,0.486,0.02,0.0005,1.0750000000000002,0.1,877.5,0.02,0.04,0.194,0.486,0.04255875000000001,0.05
115,squeezing,8.333333333333334e-09,0.052083333333333336,1060.0,0.00232,0.0315,0.4,0.4,0.03651344797178131,0.01505,8.333333333333334e-09,0.052083333333333336,800.0,0.00232,0.0315,0.4,0.4,0.0275573192239859,0.003835978835978836
116,squeezing,1.6666666666666669e-06,36.90888119953865,1000.0,0.002,0.014475,0.2125,0.1,0.1,0.023,8.33e-10,0.016454320987654338,800.0,0.01,0.014475,0.2249999999999999,0.1,0.0033667732124115475,0.2325
117,squeezing,5.555555555555555e-10,0.05555555555555555,917.55,0.00089,821.6307315261818,0.1,0.065,3.4467362718822576e-07,6.017842632614438e-08,5.56e-08,5.56,877.5,0.0055,0.28759358118279577,0.1,0.1,9.432298136987333,0.10633060680364494
119,jetting,3.472222222222222e-05,217.01388888888889,1000.0,0.001,821.6307315261818,0.4,0.4,22.92758835015815,0.0125,2.083333333333333e-06,0.0505,950.0,0.02,0.28759358118279577,6.422937444233849,0.4,0.05410792320990226,0.0035119003555160694
