,type,c_Q,c_V,c_density,c_viscosity,c_interface tension,c_channel’s width,c_channel’s depth,c_weber number,c_capillary number,d_Q,d_V,d_density,d_viscosity,d_interface tension,d_channel’s width,d_channel’s depth,d_weber number,d_capillary number
120,dripping,2.9165e-08,0.21303871439006575,941.8776887245322,0.0019915662492540924,821.6307315261818,0.37,0.2,1.9250261077071034e-05,5.163885637233094e-07,5.20825e-08,0.3804419284149014,601.5190472713639,0.00805575998468577,0.28759358118279577,0.37,0.2,0.11200790339700234,0.010656527349522042
121,dripping,9.16666666666667e-08,36.66666666666668,1000.0,0.4,0.0095,0.05,0.05,7076.02339181287,0.007,3.3333333333333335e-11,36.66666666666668,765.0,0.018715,0.0095,0.05,0.05,5413.157894736845,0.04125
122,squeezing,1.6666666666666666e-10,11.25,793.7732374450752,0.017007398559312107,821.6307315261818,0.5,0.3,0.06113569119885156,0.00023287010386875267,5e-11,2.0,1210.0,0.0664,0.28759358118279577,0.005,0.3,0.08414652336979096,0.4617627398143901
123,dripping,1.28e-07,0.2,917.55,0.00089,821.6307315261818,0.8,1.0,3.573576166687526e-05,0.00235,1.28e-07,0.2,941.4329354439012,0.02822801590515896,0.28759358118279577,0.8,1.0,0.10475148231857342,0.01963049090947347
124,squeezing,1.3568e-07,0.053,1160.0,1.76e-05,0.053,1.6,821.6307315261818,0.09836800000000001,0.0038,1.9600000000000003e-09,0.049,1050.0,0.0016,0.053,0.2,0.28759358118279577,0.009513396226415095,0.001479245283018868
125,jetting,0.000933,233.25000000000003,908.5726845612819,0.00125,821.6307315261818,2.0,0.6,120.32511949467279,0.33,5e-05,233.25000000000003,924.4566336650232,0.11155994056097995,0.28759358118279577,2.0,0.6,0.002,90.47961372722463
126,squeezing,2.475e-05,275.0,1.2,1.8e-05,0.072,0.3,0.3,378.125,0.00554,4.5e-08,1.35,998.0,1.2e-06,0.072,0.3,0.3,7.5785625,0.344
127,squeezing,7.49995e-10,0.008766104171232376,950.0,292.67749999999995,0.007697,0.2925,0.19,0.0027742222057914687,0.01,6.806944444444445e-09,0.008766104171232376,1001.0,24.8,0.007697,0.2925,0.19,0.002923154134733958,28.244690586795237
128,squeezing,0.00015,244.350514296745,1.225,1.79e-08,2.5e-05,0.7834999999999999,0.12,4.073e-05,0.00485,5e-05,244.350514296745,780.0,1.17e-06,2.5e-05,0.7834999999999999,0.12,1459553805.88228,0.00485
129,squeezing,4.72222e-08,4.72222,902.0,0.06,821.6307315261818,0.1,0.1,0.002448061337926703,0.1675,5.2777777777777776e-08,1.0,1001.0030379758562,0.13218882055654524,0.28759358118279577,0.676,0.1,2.3528969279796934,0.126
130,squeezing,1.39e-10,0.013900000000000001,890.0,0.037,0.015,0.1,0.1,0.0011463793333333335,0.0273,1.39e-10,0.013900000000000001,1190.0,0.0028,0.015,0.1,0.1,0.0015327993333333336,0.0025946666666666666
132,squeezing,8.333333333333334e-09,0.052083333333333336,1000.0,0.001,0.0481,0.4,0.4,0.022558616308616317,0.005,8.33e-09,0.03332,800.0,0.00185,0.0481,0.5,0.3,0.009232618711018714,0.0006
133,squeezing,8.333333333333334e-08,0.04160815,973.6667153250163,0.028,0.0339,0.15,0.1,0.007458623714480379,0.005075,2.777777777777778e-11,0.002777777777777778,945.4449384216847,0.001,0.0339,0.1,0.1,2.1519468535400163e-05,8.194034742707309e-05
135,dripping,0.0002777777777777,0.16324864809708722,1021.149844870698,0.04787843060662985,821.6307315261818,41.25,3300000.0,0.001366268138502374,0.18,2.22e-09,0.0008671875,1021.8235868040431,0.025176809017741192,0.28759358118279577,1.6,3300000.0,4.275065129328458e-06,7.591620779670768e-05
136,squeezing,4.6875e-11,0.075,1196.4917546176757,0.0012,0.004,0.025,0.025,0.042064163248277664,0.0225,6.320224719101124e-11,0.10112359550561797,917.55,0.00089,0.004,0.025,0.025,0.05864280867314732,0.0225
137,squeezing,2.5e-11,0.00259,935.0,0.4335,0.0183,0.09824718648648242,821.6307315261818,0.1,0.07175,1.66667e-11,0.00165,997.0,0.000894,0.0434499999999999,0.10050388202965249,0.28759358118279577,6.278502954413172e-06,0.0032
138,jetting,1.1666666666666663e-10,0.0011045364891518734,517.0,4.7e-05,821.6307315261818,0.325,0.363,2.4949242517552983e-10,6.318314663536146e-11,1.1666666666666663e-10,0.0011045364891518734,867.8000437587035,0.023224370604454637,0.28759358118279577,4.262499999999999,0.696,1.5691519695432314e-05,8.919588769925177e-05
139,dripping,5.39e-06,539.0,920.8435151906325,0.752275,0.00765,0.1,0.1,3497050.7042705594,0.1775,0.001,100000.0,1020.4001047259532,0.0033,0.00765,0.1,0.1,133385634604.69977,43137.25490196078
140,dripping,2.78e-10,0.0069500000000000004,997.0,0.453,0.0452,0.2,0.2,1.0,0.05,5.56e-11,0.00139,845.0,0.11,0.0248,0.2,0.4,0.25000025,0.5
141,dripping,0.00048,12000.0,877.5,0.0055,821.6307315261818,0.2,0.043,30758.343170851433,0.08032805671399947,2.63e-07,26.3,1000.0,0.001,0.28759358118279577,0.1,0.043,0.28,0.0914484944060125
142,squeezing,3.5e-07,6.262865715569985,860.6985761129403,0.05017359933362267,821.6307315261818,0.2364,0.1,0.0850002,0.063,1.5e-07,0.23437499999999997,1037.2069647430396,0.0057,0.28759358118279577,0.8,0.1,0.0850005,0.03001
143,squeezing,6.30585e-08,0.865,877.5,0.0017675,821.6307315261818,0.441475,0.466175,0.0003527839190385444,1.8607963910503766e-06,6.30585e-08,0.865,1192.9158107436635,0.009737523483779912,0.28759358118279577,0.27,0.23,0.8379663613567101,0.029287711425367152
144,dripping,5.56e-08,0.3475,953.3177257142896,0.1,821.6307315261818,0.4,0.265,5.604419075316334e-05,0.03,1.1953124999999998e-09,0.2125,993.5,0.0044738,0.28759358118279577,0.075,0.4,0.011699513821855356,0.0175
145,squeezing,8.333333333333333e-11,0.0037037037037037043,1000.0,0.001,0.005,0.15,0.03,0.02,0.03,2.77778e-12,6.94445e-05,958.65,0.01,0.005,0.2,0.0325,1.8492506439826652e-07,0.000138889
146,squeezing,8.329999999999999e-09,0.05206249999999999,998.4,0.000835,0.037605,0.4,0.4,0.028785183885121655,0.00415,1.1111111111111112e-05,69.44444444444444,800.0,0.001,0.037605,0.4,0.4,41037.3587699298,1.8466811446468407
147,squeezing,1.6666666666666667e-08,0.026041666666666668,1024.62,0.02652,0.0427499999999999,0.8,0.8,0.013003319931773909,0.016154970760233953,5e-05,0.026041666666666668,800.0,0.001,0.0427499999999999,0.8,0.8,0.010152696556205355,0.0006091617933723212
148,squeezing,0.0001111111111111,2777.7777777775,872.5,0.0155,0.00266,0.2,0.2,506184442.5878501,0.04196,2.8e-08,0.7,1105.6,0.00052,0.00266,0.2,0.2,40.73263157894736,0.00052
149,squeezing,2.222222222222222e-08,0.02313850710352168,980.742766447429,0.1706059420360211,821.6307315261818,0.98,821.6307315261818,30.025,0.03025,2.777777777777778e-09,0.003014081790123457,351.34412549019135,0.591200940777125,0.28759358118279577,0.96,0.28759358118279577,1.0654542523645837e-05,0.006195993605182681
150,squeezing,9.722222222222223e-10,0.006076388888888889,962.9647054037825,0.0036,0.0073,0.4,0.525,0.0019482228050872311,0.000138,9.722222222222223e-10,0.006076388888888889,1196.9679274078649,0.0041,0.0073,0.4,0.525,0.0024216466086949477,0.003412766362252664
151,squeezing,0.000675,4218.75,971.2876052052286,0.023397691448631807,821.6307315261818,0.4,0.4,8415.86467430614,0.004575,6e-06,4218.75,1009.3631069800322,0.19284109947283906,0.28759358118279577,0.4,0.4,24985946.73331893,2828.8127469852843
152,dripping,2.833333333333333e-05,4.1970517226280895e-05,789.43,0.001,0.00878,821.6307315261818,0.4,0.00013013209693463017,4.780241141945432e-06,6.67e-10,0.008064314498008318,1028.025,0.0018604,0.00878,0.28759358118279577,0.4,0.0021898948475306884,0.0017087529262066828
153,squeezing,3.333335e-08,0.03333335,15.15,0.0022,821.6307315261818,1.0,1.0,2.048773192234773e-08,8.925344097558647e-08,0.0088843,15794.31111111111,800.0,0.001,0.28759358118279577,0.75,1.0,520443319.5941389,54.918858224002484
154,squeezing,3.385005055043394e-08,1.3222675996263258,933.7725000000002,1.96071561707454,0.0288,0.16,821.6307315261818,9.07,90.02051154649313,3.385005055043394e-08,1.3222675996263258,550.2403013217188,0.014514940272498824,0.0288,0.16,0.28759358118279577,5.344641797641277,0.6664109455846009
155,squeezing,1.0833333333333333e-06,1.6927083333333333,826.0,0.02513,821.6307315261818,0.8,0.4,0.002304398713069423,0.03,6.665e-10,0.0013602040816326532,1214.5,0.00165,0.28759358118279577,0.7,0.4,5.469208975176727e-06,7.803848491553668e-06
156,squeezing,6.944444444444445e-07,17.36111111111111,989.5,0.35,0.02445,0.2,0.5,0.6,0.02,6.94e-10,0.0006940000000000001,1000.0,0.0055,0.04,1.0,0.5,1.2040900000000004e-05,0.012
157,dripping,5.75e-06,15.45283525933889,1000.0,0.001,821.6307315261818,0.61,0.33,0.177283986732477,0.12,6.335e-06,70.3888888888889,1000.0,0.00874,0.28759358118279577,0.3,0.33,5168.330592048072,2.139125937229683
158,squeezing,0.0011585648333333,7241.030208333125,800.0,0.001,0.04788,0.4,0.4,1.0850002315,151.23287820244622,6.979166675e-05,377.45628312601406,15.15,0.0898,0.04788,0.43,0.4,0.000277,707.9276153867181
159,squeezing,3.3333333333333333e-06,37.037037037037045,15.15,0.0022,821.6307315261818,0.3,0.3,0.007588041272085623,0.005,1.6666666666666669e-06,18.518518518518523,950.5614483081305,0.0059428629920016355,0.28759358118279577,0.3,0.3,340.04370780397613,0.3826685488521056
160,squeezing,1.332e-06,3.7,29.1,0.0022,0.070685,0.6,0.3,17.580865,0.11515880314069465,3.3333333333333334e-08,0.74,800.0,0.001,0.070685,0.21223817998900446,0.3,2.4,0.010468982103699512
161,squeezing,4.083333333333333e-05,1020.8333333333331,1214.5,0.01655,0.047,0.2,0.365,5385665.078309691,0.31,1.6666666666666667e-11,0.635,800.0,0.001,0.047,0.167,0.365,1.1461885106382979,0.31
162,squeezing,2.78e-11,0.00278,1000.0,0.1,0.0365,0.1,0.1,2.1173698630136983e-05,0.052,5.56e-10,0.9652777777777777,875.0,0.001,0.0365,0.024,0.005,0.536081779553526,0.026445966514459664
163,squeezing,3.33e-06,24.324324324324326,1000.0,0.00097,0.026925,0.37,0.34,8130.6933674621705,0.01,1.2083333333333331e-06,1.888020833333333,1000.0,0.001,0.0051,0.8,0.4,559.1564968001087,0.005
164,squeezing,1.333333e-05,325.0,1052.0,0.00143,0.04715,0.1,0.2,235668.08059384942,9.856839872746553,1.5e-07,6.666666666666668,800.0,0.001,0.04715,0.15,0.2,113.11417462000709,0.14139271827500888
165,squeezing,1.575e-07,0.005,886.6329681961694,0.1094031138748461,821.6307315261818,0.06,0.1,1.6186705307673542e-09,3.545,8.750025e-08,0.027,917.55,0.00089,0.28759358118279577,0.06,0.1,0.00013954983569153747,8.35554114287635e-05
166,squeezing,3.75e-07,2.34375,998.0,0.005555,0.02155,0.4,821.6307315261818,101.7573593387471,0.6041545823665894,8.5e-06,2.34375,947.0,1.06008,0.02155,0.4,0.28759358118279577,96.55733396171694,0.04365
167,squeezing,8.541575e-07,4.785028535415427,874.076975010203,0.019913294118421764,821.6307315261818,0.4225,0.36,0.01029126550334056,0.6,8.33e-07,23.07479224376731,917.55,0.0388,0.28759358118279577,0.19,0.36,322.7600326538394,-0.2825
168,jetting,1.05e-06,6.562499999999999,899.3408885327186,0.05529379904985528,821.6307315261818,0.4,0.365,0.01885585754118147,0.00044164068156342113,1.429e-08,0.8455621301775146,1065.3580680026553,0.0135345,0.28759358118279577,0.13,0.365,0.3443109312921634,0.03979317133511943
169,squeezing,1.527777777777778e-09,0.02444444444444445,1000.5,0.0010045,0.033845,0.25,0.3,0.0044159375803636425,0.05,1.388888888888889e-11,0.000154320987654321,950.0,0.005,0.04,0.3,0.3,1.6968164151806133e-07,0.02228
170,squeezing,8.33e-11,0.023138888888888893,875.0,0.002825,0.0085,0.06,0.12,0.003306932870370371,0.011,5e-11,2.0,902.5,0.0005475,0.0085,0.175,0.11,74.32352941176471,0.0014
171,squeezing,4.25e-06,22.460034350640772,15.15,0.0022,821.6307315261818,0.435,0.425,0.0040461879020654195,0.0375,1.55e-06,620.0,800.0,0.001,0.28759358118279577,0.05,0.365,53464.33650140107,2.155820020217785
172,squeezing,2.7834725e-09,0.6275357564771977,1000.0,0.0345,821.6307315261818,0.0666,0.0015,3.192085442089831e-05,2.6350016823553333e-05,2.7777777777777777e-10,0.000235,1000.1729703052621,0.08204364848137574,0.28759358118279577,76.0,0.0015,1.4596382702297023e-05,6.70399433597535e-05
175,squeezing,1.66667e-08,3.401367346938775,953.3177257142896,0.1,821.6307315261818,0.07,0.15,0.0009396499819696736,0.0004139776199243088,3.33e-09,0.6795918367346937,782.9235376417113,0.016849878616045436,0.28759358118279577,0.07,0.175,0.08801050399262643,0.039816743858954985
176,jetting,5.503472222222222e-06,50.05,1029.7010460238705,1.8755,0.045,1.25,1.25,71650.10262617806,0.6251375,2.7777777777777784e-08,0.01552779961374599,1029.7010460238705,4.37,0.045,1.3375,1.25,0.007379250723306013,1.5079218736015552
177,squeezing,8.333333333333334e-10,2.6573129251700683e-05,794.0033381698554,0.7644271677347023,821.6307315261818,5.6,821.6307315261818,3.8213699166388045e-12,2.472305520266245e-08,6.67e-11,2.6573129251700683e-05,816.869548083318,0.04628353504701673,0.28759358118279577,5.6,0.28759358118279577,1.1231737489772507e-08,4.2765153310159076e-06
178,squeezing,6.666666666666668e-08,1.666666666666667,1216.39876767831,0.2405,821.6307315261818,0.2,0.365,0.0008224827373476631,0.035,4.416408749999999e-07,3.315,800.0,0.0089,0.28759358118279577,0.365,0.075,11.15759846517728,0.10258747736531519
179,squeezing,2.9165e-09,1.375,1000.0,0.001,0.0109,0.2,821.6307315261818,34.690366972477065,0.12614678899082568,1.6666666666666669e-06,0.1375,1133.422147661469,0.0186,0.0109,0.2,0.28759358118279577,0.3931883023710945,0.003
180,squeezing,2.9166665000000004e-06,0.175,1000.0,0.00154,0.007075,0.3,0.3,1.2985865724381624,0.00158,8.333333333333334e-10,0.02,0.5,0.04874719782974014,0.037,0.3,0.3,1.6216216216216216e-06,0.00075
181,squeezing,1e-09,0.405,1223.7,0.0351,0.04788,0.3,0.3,1.2576277725563914,0.025,1e-09,0.405,800.0,0.0049499999999999,0.04788,0.3,0.3,0.8221804511278198,0.04187030075187886
182,squeezing,8.33e-07,0.021,1.102,1.4075e-05,0.07,2.0,0.2,0.3,0.005,8.333333333333334e-06,0.01575,103.0,0.055,0.071,1.2625,0.2,0.0004543299625880282,0.012200704225352115
183,jetting,1e-08,1.481312372692267e-08,1000.0,0.021,0.0045,821.6307315261818,0.045,4.006429100497426e-11,6.912791072563914e-08,1.2515e-09,0.015131168806982627,1000.0,0.02235,0.0045,0.28759358118279577,0.045,0.014632267354552003,0.07515147174134705
184,dripping,5e-11,0.05265,997.1,0.00089,0.0045,0.06,0.0575,0.0005,0.0075,1.6666666666666667e-11,0.0062,8.0,0.007,0.0045,0.05184758473652126,0.038,0.085215,0.0105
185,dripping,3.33e-09,0.5920000000000001,822.5474045521039,0.009035812650985952,821.6307315261818,0.075,821.6307315261818,2.6314125299343427e-05,6.510468613372732e-06,3.33e-09,0.5920000000000001,933.7725000000002,1.96071561707454,0.28759358118279577,0.075,0.28759358118279577,0.08534273716074252,4.036055465961022
186,squeezing,5e-11,0.0010330578512396695,1440.0,0.0504499999999999,0.0265,0.22,14.0,1.2758175864366417e-05,0.006,2.083333333333333e-09,0.5419701699618451,970.0,0.01,0.0265,0.062,14.0,0.6666046166349533,0.20451704526862083
187,squeezing,1.47e-08,0.0147,1000.0,0.001,0.03,1.0,821.6307315261818,0.007203,0.1,1.47e-08,0.0147,1000.0,0.001,0.03,1.0,0.28759358118279577,0.007203,0.00195
188,squeezing,3.33e-09,0.006795918367346939,1000.0,0.001,821.6307315261818,0.7,821.6307315261818,3.9347547844150045e-08,8.271256303575085e-09,1e-10,0.006795918367346939,948.8043186555434,0.009858043474114822,0.28759358118279577,0.7,0.28759358118279577,0.00010665760097950862,0.00023294837957200297
189,dripping,3.472222222222222e-11,0.00154320987654321,854.0,0.02606,0.0475,0.15,0.04,6.422520636295817e-06,0.0008466536712150748,4.16667e-12,0.00154320987654321,987.0,0.00091,0.0475,0.15,0.04,7.42274925998123e-06,2.956465237166992e-05
190,squeezing,1.875e-05,833.3333333333334,1000.0,0.001,0.03,0.15,0.1,3472222.2222222225,0.0225,4.166666666666667e-09,833.3333333333334,950.0,0.005,0.03,0.15,0.1,0.2624999999999999,138.8888888888889
193,dripping,2.083333333333333e-11,0.0005,980.0,0.00065,0.0085,0.2,0.1,5.764705882352941e-06,0.0012,2.916666666666667e-11,0.12962962962962965,1000.0,0.001,0.0085,0.015,0.075,0.029653836843379338,0.0005
194,squeezing,5.05,38430439.95243758,933.7725000000002,0.3607215,0.98098,0.3625,821.6307315261818,509612004749541.94,0.0001,0.055,49886.62131519273,933.7725000000002,0.001,0.98098,1.05,0.28759358118279577,2487358638.0696507,50.853861765981705
195,squeezing,0.1875,0.1813,1000.0,0.001,821.6307315261818,0.111,821.6307315261818,4.4406026332812946e-06,0.036,0.3125,0.06545,1000.0,0.001,0.28759358118279577,0.111,0.28759358118279577,0.0016533434979474585,0.0209999999999999
197,squeezing,0.25,0.25,1000.0,0.0016,0.005,0.1,0.005,1.25,0.01,0.25,0.25,1000.0,0.001,0.005,0.1,0.005,1.25,0.05
198,squeezing,1.0583333333333333e-06,1.5677222610993159e-06,1088.615852116378,0.053901668035336,821.6307315261818,821.6307315261818,821.6307315261818,2.6755489721263766e-12,1.0284771692073562e-10,1.0583333333333333e-06,12.795701414880766,1050.0,0.25,0.28759358118279577,0.28759358118279577,0.28759358118279577,171.9164734337207,11.12307632376169
199,squeezing,3.0,3.0,933.7725000000002,1.96071561707454,821.6307315261818,0.5,821.6307315261818,0.005114190704861801,0.00054,3.90625e-06,2.5,1000.0,0.001,0.28759358118279577,1.25,0.28759358118279577,27.165070819276526,0.008692822662168488
200,dripping,0.0004167,1041749.9999999998,1000.0,0.001,821.6307315261818,0.02,821.6307315261818,26416807.961507406,0.036,0.0004167,1041749.9999999998,1000.0,0.001,0.28759358118279577,0.02,0.28759358118279577,75470603901.28903,0.006
201,squeezing,1.5,0.25,799.0,0.001,821.6307315261818,2449.489742783178,0.8,0.14887636177266952,0.005,1.5,0.25,150.0,0.000125,0.28759358118279577,2449.489742783178,0.8,79.84867480055576,0.0075
202,squeezing,3e-06,20.0,935.2008667905027,0.002,0.000114,0.4,0.2,1312562.620056846,0.0146,7.5e-08,0.01,978.6723119465435,0.003976753142485418,0.000114,0.2,0.2,0.17169689683272693,0.01
203,dripping,5.166666666666667e-06,229.62962962962968,999.0,0.000945,0.04171,0.15,0.15,0.05,0.01,8.33e-10,229.62962962962968,797.0,15.2875,0.04171,0.15,0.15,0.6,0.3
204,squeezing,9.166666666666666e-07,3.6644676562708157e-06,945.9278666645911,0.00124,821.6307315261818,500.15,0.1,7.7322057836371e-12,0.02,9.166666666666666e-07,3.6644676562708157e-06,1041.7303780867146,0.007,0.28759358118279577,500.15,0.1,2.432754020158558e-08,0.03
205,squeezing,0.000125,500.8,993.5,5.9e-07,0.0385,2.125,821.6307315261818,0.5,0.0085875,1.0729166666666664e-06,17.166666666666664,998.0,0.0015,0.0385,0.25,0.28759358118279577,0.37595,0.0044
206,dripping,0.0001666666666666,666.6666666664,856.0,8.645000000000001e-10,0.0074,0.5,821.6307315261818,25705705.70568514,7.788288288285174e-05,5e-05,200.00000000000003,820.8763723084246,0.005366320327121831,0.0074,0.5,0.28759358118279577,2218584.79002277,145.03568451680627
207,dripping,3.3525000000000004e-08,0.12889273356401382,997.6,0.0010274,0.0141,0.51,0.269,2.225,3.265,3.3525000000000004e-08,0.12889273356401382,865.2,0.000734,0.0141,0.51,0.269,0.5199055371983143,0.006709735208225967
208,jetting,0.00015,84.85,979.9,0.001004,821.6307315261818,50.0,1.0,429.3176865868723,0.00010368331749441795,0.00015,16.666666666666664,824.0,0.00736,0.28759358118279577,3.0,1.0,2387.6286245422775,0.4265278319570671
209,squeezing,1.7718749999999968e-12,0.00014,838.0,0.0231,0.0493,0.6,0.0295,1.9989614604462475e-07,6.559837728194725e-05,1.7718749999999968e-12,0.00014,966.0298916392917,0.005373476052680727,0.0493,0.1124999999999999,0.0295,4.3206813611858744e-08,1.525936404412377e-05
210,squeezing,4.2205000000000005e-09,0.026378125000000002,838.0,0.035,0.0015,0.4,0.4,0.1554893309322917,0.1925,2.777777777777778e-07,0.026378125000000002,1100.0,0.002,0.0015,0.4,0.4,0.20410294036458335,0.365
211,squeezing,7.500000000000001e-05,18.750000000000004,1023.5,0.00975,0.024,2.0,2.0,29985.35156250001,0.0027,6.25e-08,0.5,5000.0,0.0012,0.025,0.35355339059327373,2.0,17.67766952966369,0.0027
212,dripping,0.125,347222.2222222223,933.3354413891587,82.05806020997039,0.045,0.6,0.0075,1500346324249.5483,0.02,0.125,347222.2222222223,985.5349902188091,0.00037,0.045,1.37,3.1,3617388268925.136,2854.938271604939
213,dripping,1.6666666666666667e-09,0.041666666666666664,1.02,0.0018,0.0001,0.02,821.6307315261818,0.0003541666666666666,0.7499999999999999,1.6666666666666667e-11,0.041666666666666664,970.0,0.00095,0.0007,0.02,0.28759358118279577,0.04811507936507937,0.05654761904761905
214,squeezing,2.5350000000000003e-06,7.041666666666669,655.8665655355836,0.02642484029118466,821.6307315261818,0.6,0.6,0.023748763003031536,0.0002264702498466563,1.66667e-08,0.8600000000000001,1510.0,0.002479070660100162,0.28759358118279577,0.13921165080886813,0.6,0.5405927842246334,0.007413241835641076
215,squeezing,3.67e-09,0.0229375,821.0511344318876,0.12085,821.6307315261818,0.4,0.4,0.005,0.0165,7.833333333333331e-10,0.0229375,800.0,0.147475,0.28759358118279577,0.4,0.4,0.0005854137957724058,0.0115
216,dripping,1.850000000014e-06,2.5013520822255275,15.15,0.0022,0.032,0.86,0.004,2.547479850476254,0.005,1.850000000014e-06,2.5013520822255275,800.0,0.001,0.032,4e-05,0.004,0.006256762239253982,0.07816725256954773
217,dripping,6.666666666666667e-06,6.666666666666667,883.3382105428877,0.01981160297006384,0.0161,1.0,0.2,2438.4767716849906,0.0849999999999999,3.3333e-10,0.008333249999999999,917.55,0.00089,0.0161,0.2,0.2,0.0007915214364145572,0.08
218,jetting,6.3e-05,0.5,649.1956752358747,0.001375,0.011,12.7,0.5,187.38147898853651,0.35,8.333333333333335e-08,0.1,1000.0,0.026,0.011,0.006,0.051,0.27703125,0.35
219,dripping,1.111e-06,6.94375,872.5,0.026,0.0015,0.4,0.4,11218.177838541667,0.192,2.7777777777777777e-10,0.001736111111111111,1100.0,0.002,0.0015,0.4,0.4,113.85,0.0023148148148148147
220,dripping,1.4178e-09,56.71199999999999,1000.0,0.0055,0.04,0.005,0.05,0.5,0.02525,3.826388888888889e-09,0.023914930555555554,800.0,0.0275,0.04,0.4,0.05,0.1,0.2
221,squeezing,4.166666666666667e-06,240.00000000000006,899.0,0.00241,0.02355,0.25,821.6307315261818,549707.0063694271,24.560509554140133,1.5000000000000002e-05,240.00000000000006,1000.0,0.001,0.02355,0.25,0.28759358118279577,611464.9681528666,10.191082802547774
222,jetting,0.0035,16186.84240952712,1101.828771485808,0.00692,0.01857,0.4649999999999999,0.75,7229020144.890041,6031.930504788782,2.7777777777777777e-10,0.0009888849333491555,852.0159202313561,0.00037,0.02864,0.53,0.74,1.541849860500634e-05,1.2775398929440907e-05
223,dripping,5e-07,50.0,998.0,0.001005,0.0077125,0.1,0.05,32350.08103727715,6.515397082658024,1.0291666666666666e-08,1.0291666666666666,827.0,0.00893,0.0085,0.1,0.05,10.30523754084967,1.0812303921568627
224,dripping,2.430555555555556e-08,0.607638888888889,551.239888477674,0.01011,821.6307315261818,0.2,0.2,4.954331688119653e-05,7.476873650107511e-06,1.6666666666666667e-09,0.607638888888889,1000.0,0.00089,0.28759358118279577,0.2,0.2,0.2567686092099826,0.0018804265689343642
226,squeezing,1e-10,0.095,970.0,0.01,0.0365,0.4,0.1487899999999999,0.09593698630136988,0.0075,1e-07,0.625,1000.0,0.001,0.0365,0.4,0.125,4.280821917808219,0.01712328767123288
227,squeezing,5.555555555555556e-11,0.005555555555555556,775.4074648753342,0.005006768761799403,821.6307315261818,0.1,821.6307315261818,2.9127840822560982e-09,3.385387247909961e-08,5.555555555555556e-11,0.005555555555555556,988.8294348536604,0.004919434716608117,0.28759358118279577,0.1,0.28759358118279577,1.061199866705575e-05,9.503060797686546e-05
228,squeezing,8.34168335e-09,3.33667334,875.0,0.0019125,821.6307315261818,0.05,0.1,0.0005928280784689092,7.766734516972791e-06,8.33e-12,0.009255555555555557,846.0388956156002,0.01393513414018078,0.28759358118279577,0.03,0.1,7.5602712847016015e-06,0.0004484710947932579
230,jetting,1.6666666666666666e-10,0.05,1069.9169188294134,0.026518164262238592,821.6307315261818,0.4,0.4,1.3021870747726771e-06,1.6137519718244363e-06,0.05,3.0000000000000004e-05,1200.0,0.03224539631959908,0.28759358118279577,40824.8290463863,0.4,0.0001533094556170671,3.3636421425313836e-06
231,dripping,1.39e-10,0.003092737629049484,855.0,0.075,0.05,0.212,821.6307315261818,3.4675132407960934e-05,0.004639106443574226,8.055555555555554e-10,0.018982834281165883,1020.0,0.001,0.05,0.206,0.28759358118279577,0.001514326424047699,0.00037965668562331764
233,squeezing,1.527777777777778e-09,0.0026625324798706493,868.2836011566696,0.02104449805166561,821.6307315261818,0.7575000000000001,821.6307315261818,5.674889243914782e-09,6.819567165051786e-08,9.02e-10,0.0056375,981.2130058122633,0.754686012941626,0.28759358118279577,0.4,0.28759358118279577,4.337277490999669e-05,0.014793593029651834
234,jetting,4.63e-12,0.0023,973.2148884060264,0.8801509286540988,821.6307315261818,0.2,0.2,1.253192355671722e-09,2.4638162354811094e-06,4.63e-09,2.9e-05,785.0113588077832,0.2504415190013382,0.28759358118279577,0.2,0.4,4.5911633357193944e-10,2.52537070583037e-05
235,squeezing,4.1666666666666667e-07,2.6041666666666665,875.0,0.0019125,821.6307315261818,0.4,0.1,0.002888876132119927,0.0075,2.5e-08,0.625,999.0,0.001,0.28759358118279577,0.2,0.1,0.2713790574845725,0.002173205665542122
236,squeezing,2.5833333333333336e-05,0.012308,15.15,0.0013,63.0,45.813817355540415,821.6307315261818,1.6689508176786155e-06,0.0017,5.46667e-12,0.00399318480642805,800.0,0.001,63.0,0.037,0.28759358118279577,7.491865666497134e-09,6.338388581631826e-08
238,squeezing,1.944e-08,12.149999999999999,380.53116328975005,0.04479217896503312,821.6307315261818,0.04,821.6307315261818,0.002734803336695839,0.02,1.66667e-06,166.667,380.53116328975005,0.04479217896503312,0.28759358118279577,0.1,0.28759358118279577,3675.4479460882085,25.958083142405556
239,squeezing,8.333333333333333e-11,0.041152263374485604,1276.5903384397654,0.020894967315432687,821.6307315261818,0.045,0.05,1.1840630944415954e-07,1.0465470255338835e-06,1.3927083333333336e-07,87.04427083333333,985.3581272286631,0.001,0.28759358118279577,0.04,0.05,1038.377546859401,0.3026641640447726
240,squeezing,4.86e-08,6.726643598615916,1000.0,0.001,821.6307315261818,0.085,821.6307315261818,0.004681004800774646,8.186942552795165e-06,1.1347222222222225e-07,0.1889235749797665,993.5,0.0044738,0.28759358118279577,0.775,0.28759358118279577,0.09555704151530596,0.0029388913558792626
241,squeezing,2.083333333333333e-09,0.25,950.0,0.001,0.04244,0.39,0.19,0.5456232327992461,0.0134,0.0400005625,0.08,1024.0,0.001,0.04244,707.1117530136237,0.0204,109.19245015433752,0.000325
