10,c,2,9,11.906293869018555,1507,268
10,c,3,9,13.880439043045044,805,211
10,c,4,9,13.965652227401733,1154,175
10,c,5,9,17.530415058135986,897,559
10,c,6,9,12.672822952270508,1008,171
10,c,7,9,17.163726568222046,1008,429
10,c,8,9,8.255599975585938,1310,170
10,c,9,9,10.789145946502686,1320,530
10,d,2,9,17.428985834121704,1507,484
10,d,3,9,10.863991975784302,805,211
10,d,4,9,8.775668859481812,1154,488
10,d,5,9,10.264176368713379,897,549
10,d,6,9,10.728935480117798,1008,579
10,d,7,9,15.58922290802002,1008,529
10,d,8,9,9.255861043930054,1310,490
10,d,9,9,8.810253143310547,1320,530
17,c,2,5,22.583678483963013,1507,330
17,c,3,5,9.370842933654785,805,304
17,c,4,5,7.628249883651733,1154,292
17,c,5,5,15.065685510635376,897,329
17,c,6,5,5.502742528915405,1008,347
17,c,7,5,6.416110992431641,1008,317
17,c,8,5,6.091298818588257,1310,263
17,c,9,5,30.98791790008545,1320,994
17,d,2,5,6.166175127029419,1507,257
17,d,3,5,12.824087381362915,805,304
17,d,4,5,6.96729850769043,1154,292
17,d,5,5,6.184461832046509,897,335
17,d,6,5,81.41728925704956,1008,241
17,d,7,5,6.922609567642212,1008,317
17,d,8,5,8.141865015029907,1310,294
17,d,9,5,10.069594383239746,1320,323
16,c,2,6,14.184757709503174,1507,262
16,c,3,6,9.635607719421387,805,157
16,c,4,6,9.33068561553955,1154,329
16,c,5,6,11.070168256759644,897,384
16,c,6,6,10.540614604949951,1008,405
16,c,7,6,8.591000080108643,1008,370
16,c,8,6,9.094773530960083,1310,128
16,c,9,6,6.96115517616272,1320,433
16,d,2,6,11.808491945266724,1507,265
16,d,3,6,11.025213241577148,805,157
16,d,4,6,8.958083629608154,1154,329
16,d,5,6,10.10567307472229,897,384
16,d,6,6,8.75635814666748,1008,405
16,d,7,6,153.06308841705322,1008,300
16,d,8,6,7.283700227737427,1310,128
16,d,9,6,7.595416784286499,1320,377
7,c,2,12,21.949813842773438,1507,278
7,c,3,12,15.303184032440186,805,270
7,c,4,12,18.152235746383667,1154,611
7,c,5,12,18.158578395843506,897,714
7,c,6,12,58.51106667518616,1008,589
7,c,7,12,19.733597993850708,1008,558
7,c,8,12,13.853670835494995,1310,637
7,c,9,12,20.02821135520935,1320,689
7,d,2,12,14.026835680007935,1507,234
7,d,3,12,21.144086837768555,805,265
7,d,4,12,11.381098747253418,1154,210
7,d,5,12,12.798377513885498,897,790
7,d,6,12,11.512871265411377,1008,209
7,d,7,12,15.953057289123535,1008,688
7,d,8,12,14.020151376724243,1310,212
7,d,9,12,12.64469575881958,1320,701
8,c,2,13,30.34334707260132,1507,445
8,c,3,13,21.083508014678955,805,712
8,c,4,13,16.986451387405396,1154,658
8,c,5,13,10.422581434249878,897,950
8,c,6,13,14.26014232635498,1008,587
8,c,7,13,11.543025732040405,1008,741
8,c,8,13,15.773151874542236,1310,686
8,c,9,13,32.158263206481934,1320,742
8,d,2,13,28.935110330581665,1507,627
8,d,3,13,23.780529260635376,805,712
8,d,4,13,21.29256510734558,1154,658
8,d,5,13,22.748231649398804,897,769
8,d,6,13,15.346655130386353,1008,587
8,d,7,13,15.43017578125,1008,741
8,d,8,13,15.057762622833252,1310,686
8,d,9,13,16.717123985290527,1320,755
9,c,2,8,17.973806619644165,1507,386
9,c,3,8,16.082029819488525,805,457
9,c,4,8,9.606802940368652,1154,423
9,c,5,8,14.312664031982422,897,494
9,c,6,8,12.661151885986328,1008,162
9,c,7,8,114.34754419326782,1008,377
9,c,8,8,9.245901584625244,1310,441
9,c,9,8,16.932056188583374,1320,477
9,d,2,8,17.83081316947937,1507,386
9,d,3,8,13.64972710609436,805,457
9,d,4,8,12.504642009735107,1154,423
9,d,5,8,15.579169034957886,897,494
9,d,6,8,9.029526472091675,1008,158
9,d,7,8,11.779704332351685,1008,476
9,d,8,8,7.593372344970703,1310,156
9,d,9,8,14.22130012512207,1320,485
14,c,2,7,13.196377515792847,1507,343
14,c,3,7,12.309353351593018,805,175
14,c,4,7,9.272911787033081,1154,390
14,c,5,7,11.768866539001465,897,439
14,c,6,7,7.334079742431641,1008,335
14,c,7,7,9.115894317626953,1008,423
14,c,8,7,8.418683528900146,1310,392
14,c,9,7,7.448397874832153,1320,391
14,d,2,7,10.034478664398193,1507,343
14,d,3,7,13.594060897827148,805,406
14,d,4,7,13.892977952957153,1154,147
14,d,5,7,8.797768354415894,897,439
14,d,6,7,157.8559808731079,1008,423
14,d,7,7,12.73167371749878,1008,423
14,d,8,7,11.419593572616577,1310,359
14,d,9,7,11.8179612159729,1320,424
15,c,2,18,45.778303384780884,1507,691
15,c,3,18,19.081663608551025,805,301
15,c,4,18,17.38512134552002,1154,301
15,c,5,18,11.641351222991943,897,948
15,c,6,18,20.39872097969055,1008,1101
15,c,7,18,31.066694021224976,1008,386
15,c,8,18,19.162569999694824,1310,931
15,c,9,18,17.15531349182129,1320,1007
15,d,2,18,22.499865531921387,1507,815
15,d,3,18,21.279749870300293,805,301
15,d,4,18,20.38816261291504,1154,301
15,d,5,18,24.109827041625977,897,1159
15,d,6,18,16.520071029663086,1008,293
15,d,7,18,21.89375877380371,1008,1090
15,d,8,18,17.399245977401733,1310,931
15,d,9,18,20.308502435684204,1320,1007
6,c,2,20,49.0736141204834,1507,863
6,c,3,20,12.704259395599365,805,329
6,c,4,20,24.88266658782959,1154,420
6,c,5,20,23.2254855632782,897,1154
6,c,6,20,26.400554418563843,1008,1217
6,c,7,20,16.652963399887085,1008,881
6,c,8,20,21.85716462135315,1310,1029
6,c,9,20,18.431336641311646,1320,1133
6,d,2,20,33.10222005844116,1507,574
6,d,3,20,18.591851949691772,805,329
6,d,4,20,21.046189308166504,1154,334
6,d,5,20,26.739848852157593,897,1154
6,d,6,20,24.640451431274414,1008,1217
6,d,7,20,23.23702573776245,1008,1112
6,d,8,20,19.50857448577881,1310,1029
6,d,9,20,16.638702630996704,1320,1113
19,c,2,12,32.271440505981445,1507,559
19,c,3,12,17.9903244972229,805,273
19,c,4,12,17.794582843780518,1154,259
19,c,5,12,14.950335502624512,897,714
19,c,6,12,34.39360165596008,1008,259
19,c,7,12,17.486307859420776,1008,216
19,c,8,12,127.00805330276489,1310,677
19,c,9,12,14.025427103042603,1320,256
19,d,2,12,19.20508646965027,1507,558
19,d,3,12,17.374318838119507,805,661
19,d,4,12,10.010021448135376,1154,217
19,d,5,12,14.569332599639893,897,727
19,d,6,12,13.701203346252441,1008,545
